ID,Bezeichnung_DE,Synonyme_DE,Hauptgruppe_Original,Schwerpunkt,Hauptgruppe_Final,Hauptgruppe_Begründung,Parent_subClassOf_ID,Parent_partOf_ID,Begründung_optional
12122,Steuergerät Körperschall,,2 Motorraum,,2 Motorraum,,,,
12123,Steuergerät Motorgeräuscherzeugung,,2 Motorraum,,2 Motorraum,,,,
12124,E-Maschinen Elektronik (EME),,2 Motorraum,,2 Motorraum,,,,
12125,KaFAS Kamera,,4 Innenraum,,4 Innenraum,,,,
12126,Headunit (Multimedia),,4 Innenraum,,4 Innenraum,,,,
12127,Steuergerät Cabrio-Top-Modul,,2 Motorraum,,2 Motorraum,,,,
12128,Steuergerät Top Rear Side View Kamera,,2 Motorraum,,2 Motorraum,,,,
12129,Steuergerät Nachtsichtsystem,,2 Motorraum,,2 Motorraum,,,,
12130,Kamera für Nachtsicht,,4 Innenraum,,4 Innenraum,,,,
12131,Spannungswandler 12DC/48DC,,2 Motorraum,,2 Motorraum,,,,
12132,Steuergerät beheizbare Frontscheibe,,2 Motorraum,,2 Motorraum,,,,
12133,Steuergerät Wankstabilisierung,,2 Motorraum,,2 Motorraum,,,,
12134,Steuergerät elektrohydraulische Motorlagerung,,2 Motorraum,,2 Motorraum,,,,
12135,Steuergerät Thermomanagement,,2 Motorraum,,2 Motorraum,,,,
12136,Steuergerät Real Time Monitoring (RTM),,2 Motorraum,,2 Motorraum,,,,
12137,Steuergerät Fahrerassistenzsysteme (zFAS),,2 Motorraum,,2 Motorraum,,,,
12138,Zusatzkühler,,2 Motorraum,,2 Motorraum,,,,
12139,Steuergerät EMF,,2 Motorraum,,2 Motorraum,,,,
12140,Steuergerät Heckfunktionsmodul,,2 Motorraum,,2 Motorraum,,,,
12141,Steuergerät Zentrales Gateway Modul,,2 Motorraum,,2 Motorraum,,,,
12142,Steuergerät Junctionbox Elektronik 3,,2 Motorraum,,2 Motorraum,,,,
12143,Steuergerät Fussraummodul,,2 Motorraum,,2 Motorraum,,,,
12144,Steuergerät CAS4,,2 Motorraum,,2 Motorraum,,,,
12145,Steuergerät geregelte Hinterachssperre,,2 Motorraum,,2 Motorraum,,,,
12146,Steuergerät kamerabasierte Systeme,,2 Motorraum,,2 Motorraum,,,,
12147,Steuergerät Combo Telematik GPS,,2 Motorraum,,2 Motorraum,,,,
12148,Steuergerät HSR,,2 Motorraum,,2 Motorraum,,,,
12149,Steuergerät Lesegerät TV,,2 Motorraum,,2 Motorraum,,,,
12150,Steuergerät Mercedes-Benz Intelligent Drive,,2 Motorraum,,2 Motorraum,,,,
12151,Steuergerät Pneumatische Steuerung,,2 Motorraum,,2 Motorraum,,,,
12152,Steuergerät Tagesfahrlicht,,2 Motorraum,,2 Motorraum,,,,
12153,Kabelbaum Stoßstange,,2 Motorraum,,2 Motorraum,,,,
12154,Kabelbaum Motor,,2 Motorraum,,2 Motorraum,,,,
12155,Kabelbaum Innenraum,,2 Motorraum,,2 Motorraum,,,,
12156,Rahmen Blende Display,,4 Innenraum,,4 Innenraum,,,,
12157,Heizelement elektrische Luftzusatzheizung,,4 Innenraum,,4 Innenraum,,,,
12158,Motor ohne Anbauteile (Elektro),,2 Motorraum,,2 Motorraum,,,,
12159,Tank Frischwasser,,4 Innenraum,,4 Innenraum,,,,
12160,Tank Abwasser,,4 Innenraum,,4 Innenraum,,,,
12161,Toilettenanlage,,4 Innenraum,,4 Innenraum,,,,
12162,Nasszelle / Duschkabine,,4 Innenraum,,4 Innenraum,,,,
12163,Duschkopf,,4 Innenraum,,4 Innenraum,,,,
12164,Toilette / WC,,4 Innenraum,,4 Innenraum,,,,
12165,Waschbecken,,4 Innenraum,,4 Innenraum,,,,
12166,Waschbecken Schrank,,4 Innenraum,,4 Innenraum,,,,
12167,Dachfenster,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
12168,Bettpolsterung,,4 Innenraum,,4 Innenraum,,,,
12169,Stauschrank,,4 Innenraum,,4 Innenraum,,,,
12170,Kochfeld mit Spüle,,4 Innenraum,,4 Innenraum,,,,
12171,Solarpanel,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
12172,Fliegengitter,,4 Innenraum,,4 Innenraum,,,,
12173,Tisch,,4 Innenraum,,4 Innenraum,,,,
12174,Trittstufe,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
12175,Dachklimaanlage,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
12176,Klappstuhl,,4 Innenraum,,4 Innenraum,,,,
12177,Brennstoffzelle,,2 Motorraum,,2 Motorraum,,,,
12178,E-Sim Reader,,2 Motorraum,,2 Motorraum,,,,
12179,Ambient Air Duftkonzept,,4 Innenraum,,4 Innenraum,,,,
12180,Steuergerät Kamera Autonomous Driving,,2 Motorraum,,2 Motorraum,,,,
12181,Steuergerät Automated Parking Kamera,,2 Motorraum,,2 Motorraum,,,,
12182,Display Außenspiegel,,4 Innenraum,,4 Innenraum,,,,
